,Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
927,Crush Girl Tanya,Kindle Road,Hitmonlee,38,Focus Energy,Hi Jump Kick,Mind Reader,Foresight,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
928,Crush Girl Tanya,,Hitmonchan,38,Ice Punch,Fire Punch,Sky Uppercut,Mega Punch,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
929,Camper Bryce,Kindle Road,Nidorino,36,Poison Sting,Horn Attack,Helping Hand,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
930,Camper Bryce,,Raticate,36,Quick Attack ,Hyper Fang,Scary Face,Pursuit,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
931,Camper Bryce,,Sandslash,36,Sand-Attack,Poison Sting,Slash,Swift,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
932,Swimmer Garret,Kindle Road,Shellder,35,Icicle Spear,Supersonic,Aurora Beam,Protect,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
933,Swimmer Garret,,Cloyster,35,Withdraw,Supersonic,Aurora Beam,Protect,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
934,Swimmer Garret,,Wartortle,38,Bite ,Rapid Spin,Protect,Rain Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
935,Crush Kin Mik & Kia,Kindle Road,Machoke,39,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
936,Crush Kin Mik & Kia,,Primeape,39,Focus Energy,Seismic Toss,Rage,Cross Chop,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
937,Black Belt Hugh,Kindle Road,Machop,37,Foresight,Revenge,Vital Throw,Submission,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
938,Black Belt Hugh,,Machoke,37,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
939,Black Belt Shea,Kindle Road,Machop,38,Foresight,Revenge,Vital Throw,Submission,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
940,Black Belt Shea,,Machoke,38,Seismic Toss,Foresight,Revenge,Vital Throw,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
941,Crush Girl Sharon,Kindle Road,Mankey,37,Focus Energy,Seismic Toss,Cross Chop,Swagger,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
942,Crush Girl Sharon,,Primeape,37,Focus Energy,Seismic Toss,Rage,Cross Chop,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
943,Swimmer Finn,Kindle Road,Starmie,38,Rapid Spin,Recover,Swift,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
944,Swimmer Maria,Kindle Road,Seadra,37,SmokeScreen,Leer,Water Gun,Twister,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
945,Swimmer Maria,,Seadra,37,SmokeScreen,Leer,Water Gun,Twister,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
946,Fisherman Tommy,Kindle Road,Goldeen,33,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
947,Fisherman Tommy,,Goldeen,33,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
948,Fisherman Tommy,,Seaking,35,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
949,Fisherman Tommy,,Seaking,35,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
950,Fisherman Tommy,,Seaking,35,Supersonic,Horn Attack,Flail,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
951,Pokemon Ranger Beth,Mt. Ember,Bellsprout,38,Stun Spore,Acid,Sweet Scent,Razor Leaf,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
952,Pokemon Ranger Beth,,Gloom,38,Stun Spore,Sleep Powder,Acid,Moonlight,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
953,Pokemon Ranger Beth,,Gloom,38,Stun Spore,Sleep Powder,Acid,Moonlight,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
954,Crush Girl Jocelyn,Mt. Ember,Hitmonchan,38,Ice Punch,Fire Punch,Sky Uppercut,Mega Punch,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
955,Crush Girl Jocelyn,,Hitmonchan,38,Ice Punch,Fire Punch,Sky Uppercut,Mega Punch,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
956,Pokemon Ranger Logan,Mt. Ember,Exeggcute,37,Sleep Powder,PoisonPowder,Stun Spore,Confusion,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
957,Pokemon Ranger Logan,,Exeggutor,40,Egg Bomb,Stomp,Confusion,Hypnosis,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
958,Team Rocket Grunt 41,Mt. Ember,Cubone,37,Bonemerang,Rage,False Swipe,Thrash,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
959,Team Rocket Grunt 41,,Marowak,37,Leer,Focus Energy,Bonemerang,Rage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
960,Team Rocket Grunt 42,Mt. Ember,Rattata,35,Hyper Fang,Focus Energy,Pursuit,Super Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
961,Team Rocket Grunt 42,,Raticate,35,Quick Attack,Hyper Fang,Scary Face,Pursuit,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
962,Team Rocket Grunt 42,,Sandshrew,35,Sand-Attack,Poison Sting,Slash,Swift,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
963,Team Rocket Grunt 42,,Sandslash,35,Sand-Attack,Poison Sting,Slash,Swift,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
964,Team Rocket Grunt 43,Icefall Cave,Zubat,38,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
965,Team Rocket Grunt 43,,Zubat,38,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
966,Team Rocket Grunt 43,,Golbat,38,Bite,Wing Attack,Confuse Ray,Air Cutter,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
967,Pokemon Breeder Alize,Water Labyrinth,Pikachu,48,Slam,Thunderbolt,Agility,Thunder,"{'hp': 3, 'atk': 3, 'def': 3, 'spa': 3, 'spd': 3, 'spe': 3}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
968,Pokemon Breeder Alize,,Clefairy,48,Cosmic Power,Moonlight,Light Screen,Meteor Mash,"{'hp': 3, 'atk': 3, 'def': 3, 'spa': 3, 'spd': 3, 'spe': 3}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
969,Pokemon Breeder Alize,,Marill,48,BubbleBeam,Double-Edge,Rain Dance,Hydro Pump,"{'hp': 3, 'atk': 3, 'def': 3, 'spa': 3, 'spd': 3, 'spe': 3}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
970,Painter Rayna,Resort Gorgeous,Smeargle,50,Cross Chop,Megahorn,Double-Edge,Selfdestruct,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
971,Lady Jacki,Resort Gorgeous,Hoppip,48,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
972,Lady Jacki,,Skiploom,50,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
973,Painter Celina,Resort Gorgeous,Smeargle,50,Fly,Dig,Dive,Bounce,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
974,Lady Gillian,Resort Gorgeous,Mareep,47,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
975,Lady Gillian,,Mareep,48,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
976,Lady Gillian,,Flaaffy,49,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
977,Youngster Destin,Resort Gorgeous,Raticate,48,Hyper Fang,Scary Face,Pursuit,Super Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
978,Youngster Destin,,Pidgeotto,48,Whirlwind,Wing Attack,FeatherDance,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
979,Painter Daisy,Resort Gorgeous,Smeargle,50,DynamicPunch,Dizzy Punch,Focus Punch,Mega Punch,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
980,Swimmer Toby,Resort Gorgeous,Poliwhirl,48,DoubleSlap,Rain Dance,Body Slam,Belly Drum,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
981,Swimmer Toby,,Tentacool,48,BubbleBeam,Wrap,Barrier,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
982,Swimmer Toby,,Tentacruel,48,BubbleBeam,Wrap,Barrier,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
983,Ruin Maniac Lawson,Lost Cave,Onix,47,DragonBreath,Sandstorm,Hail,Iron Tail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
984,Ruin Maniac Lawson,,Graveler,48,Selfdestruct,Rollout,Rock Blast,Earthquake,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
985,Ruin Maniac Lawson,,Marowak,49,Bonemerang,Rage,False Swipe,Thrash,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
986,Psychic Laura,Lost Cave,Natu,48,Teleport,Wish,Future Sight,Confuse Ray,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
987,Psychic Laura,,Natu,48,Teleport,Wish,Future Sight,Confuse Ray,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
988,Psychic Laura,,Xatu,49,Night Shade,Teleport,Wish,Future Sight,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
989,Lady Selphy,Lost Cave,Persian,49,Pay Day,Bite,Taunt,Torment,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
990,Lady Selphy,,Persian,49,Pay Day,Scratch,Torment,Taunt,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
991,Team Rocket Grunt 44,Five Isle Meadow,Rattata,48,Focus Energy,Pursuit,Super Fang,Endeavor,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
992,Team Rocket Grunt 44,,Grimer,48,Minimize,Screech,Acid Armor,Sludge Bomb,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
993,Team Rocket Grunt 44,,Muk,48,Minimize,Screech,Acid Armor,Sludge Bomb,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
994,Team Rocket Grunt 45,Five Isle Meadow,Ekans,48,Stockpile,Swallow,Spit Up,Haze,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
995,Team Rocket Grunt 45,,Gloom,48,Sleep Powder,Acid,Moonlight,Petal Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
996,Team Rocket Grunt 45,,Gloom,48,Sleep Powder,Acid,Moonlight,Petal Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
997,Team Rocket Grunt 46,Five Isle Meadow,Koffing,49,Memento,Haze,Smokescreen,Sludge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
998,Team Rocket Grunt 46,,Weezing,49,Haze,SmokeScreen,Sludge,Selfdestruct,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
999,Bird Keeper Milo,Memorial Pillar,Pidgey,47,Wing Attack,FeatherDance,Agility,Mirror Move,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1000,Bird Keeper Milo,,Pidgeotto,49,Whirlwind,Wing Attack,FeatherDance,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1001,Bird Keeper Chaz,Memorial Pillar,Spearow,47,Aerial Ace,Mirror Move,Drill Peck,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1002,Bird Keeper Chaz,,Fearow,49,Pursuit,Mirror Move,Drill Peck,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1003,Bird Keeper Harold,Memorial Pillar,Hoothoot,47,Hypnosis,Reflect,Take Down,Confusion,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1004,Bird Keeper Harold,,Noctowl,49,Hypnosis,Reflect,Take Down,Confusion,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1005,Juggler Edward,Water Path,Voltorb,46,Swift,Light Screen,Spark,SonicBoom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1006,Juggler Edward,,Voltorb,46,Swift,Light Screen,Spark,SonicBoom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1007,Juggler Edward,,Electrode,47,Swift,Spark,Selfdestruct,SonicBoom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1008,Juggler Edward,,Mr. Mime,48,Psychic,Role Play,Reflect,Encore,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1009,Swimmer Denise,Water Path,Chinchou,49,Confuse Ray,Take Down,Hydro Pump,Charge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1010,Swimmer Denise,,Lanturn,49,Water Gun,Spark,Confuse Ray,Take Down,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1011,Swimmer Samir,Water Path,Gyarados,50,Twister,Hydro Pump,Rain Dance,Dragon Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1012,Twins Miu & Mia,Water Path,Pikachu,50,Thunderbolt,Agility,Thunder,Light Screen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1013,Twins Miu & Mia,,Pikachu,50,Thunderbolt,Agility,Thunder,Light Screen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1014,Aroma Lady Rose,Water Path,Sunkern,49,Endeavor,Sunny Day,Synthesis,Giga Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1015,Aroma Lady Rose,,Sunflora,49,Bullet Seed,Sunny Day,Petal Dance,SolarBeam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1016,Hiker Earl,Water Path,Onix,49,DragonBreath,Sandstorm,Slam,Iron Tail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1017,Hiker Earl,,Machoke,49,Revenge,Vital Throw,Submission,Cross Chop,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1018,Youngster Cordell,Pattern Bush,Farfetchd,48,Swords Dance,Agility,Slash,False Swipe,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
