Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
Cooltrainer George,,Sandslash,42,Fury Swipes,Swift,Poison Sting,Sand Attack,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer George,,Cloyster,42,Spike Cannon,Spikes,Aurora Beam,Supersonic,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer George,,Electrode,42,Spark,Sonic Boom,Screech,Light Screen,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer George,,Arcanine,42,Flame Wheel,Roar,Bite,Take Down,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemaniac Dawson,Victory Road B1F,Charmeleon,40,Metal Claw,Smokescreen,Scary Face,Flamethrower,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemaniac Dawson,,Lapras,40,Confuse Ray,Perish Song,Ice Beam,Rain Dance,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemaniac Dawson,,Lickitung,40,Stomp,Wrap,Disable,Slam,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Alexa,Victory Road 1F,Clefairy,42,Light Screen,Cosmic Power,Double Slap,Encore,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Alexa,,Jigglypuff,42,Sing,Body Slam,Rollout,Disable,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Alexa,,Persian,42,Pay Day,Feint Attack,Bite,Screech,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Alexa,,Dewgong,42,Sheer Cold,Take Down,Rest,Aurora Beam,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Alexa,,Chansey,42,Sing,Egg Bomb,Soft Boiled,Minimize,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Colby,Victory Road 1F,Kingler,41,Guillotine,Stomp,Mud Shot,Bubble,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Colby,,Poliwhirl,42,Body Slam,Double Slap,Water Gun,Hypnosis,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Colby,,Tentacruel,42,Barrier,Wrap,Bubble Beam,Acid,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Colby,,Seadra,42,Water Gun,Smokescreen,Twister,Leer,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Colby,,Blastoise,43,Water Gun,Bite,Rapid Spin,Rain Dance,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Caroline,Victory Road 1F,Bellsprout,42,Razor Leaf,Acid,Stun Spore,Poison Powder,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Caroline,,Weepinbell,42,Razor Leaf,Acid,Sleep Powder,Poison Powder,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Caroline,,Victreebel,42,Razor Leaf,Acid,Stun Spore,Sleep Powder,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Caroline,,Paras,42,Growth,Slash,Leech Life,Stun Spore,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cooltrainer Caroline,,Parasect,42,Spore,Slash,Leech Life,Poison Powder,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cool Couple Ray & Tyra,Victory Road,Nidoking,45,Megahorn,Thrash,Double Kick,Poison Sting,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Cool Couple Ray & Tyra,,Nidoqueen,45,Superpower,Body Slam,Double Kick,Poison Sting,"{""hp"": 12, ""atk"": 12, ""def"": 12, ""spa"": 12, ""spd"": 12, ""spe"": 12}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lorelei 1,Indigo Plateau,Dewgong,52,Ice Beam,Surf,Hail,Safeguard,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lorelei 1,,Cloyster,51,Spikes,Protect,Hail,Dive,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lorelei 1,,Slowbro,52,Ice Beam,Surf,Amnesia,Yawn,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lorelei 1,,Jynx,54,Ice Punch,Double Slap,Lovely Kiss,Attract,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lorelei 1,,Lapras,54,Confuse Ray,Ice Beam,Surf,Body Slam,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bruno 1,Indigo Plateau,Onix,51,Earthquake,Rock Tomb,Iron Tail,Roar,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bruno 1,,Hitmonchan,53,Sky Uppercut,Mach Punch,Rock Tomb,Counter,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bruno 1,,Hitmonlee,53,Mega Kick,Foresight,Brick Break,Facade,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bruno 1,,Onix,54,Double Edge,Earthquake,Iron Tail,Sand Tomb,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bruno 1,,Machamp,56,Cross Chop,Bulk Up,Scary Face,Rock Tomb,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Agatha 1,Indigo Plateau,Gengar,54,Shadow Punch,Confuse Ray,Toxic,Double Team,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Agatha 1,,Golbat,54,Confuse Ray,Poison Fang,Air Cutter,Bite,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Agatha 1,,Haunter,53,Hypnosis,Dream Eater,Curse,Mean Look,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Agatha 1,,Arbok,56,Sludge Bomb,Screech,Iron Tail,Bite,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Agatha 1,,Gengar,58,Shadow Ball,Sludge Bomb,Hypnosis,Nightmare,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lance 1,Indigo Plateau,Gyarados,56,Hyper Beam,Dragon Rage,Twister,Bite,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lance 1,,Dragonair,54,Hyper Beam,Safeguard,Dragon Rage,Outrage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lance 1,,Dragonair,54,Hyper Beam,Safeguard,Thunder Wave,Outrage,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lance 1,,Aerodactyl,58,Hyper Beam,Ancient Power,Wing Attack,Scary Face,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lance 1,,Dragonite,60,Hyper Beam,Safeguard,Outrage,Wing Attack,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Bulbasaur),Indigo Plateau,Pidgeot,59,Aerial Ace,Feather Dance,Sand Attack,Whirlwind,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Bulbasaur),,Alakazam,59,Psychic,Future Sight,Recover,Reflect,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Bulbasaur),,Rhydon,57,Take Down,Earthquake,Rock Tomb,Scary Face,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Bulbasaur),,Gyarados,61,Hydro Pump,Dragon Rage,Bite,Thrash,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Bulbasaur),,Exeggutor,59,Giga Drain,Egg Bomb,Sleep Powder,Light Screen,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Bulbasaur),,Charizard,63,Fire Blast,Aerial Ace,Slash,Fire Spin,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Squirtle),Indigo Plateau,Pidgeot,59,Aerial Ace,Feather Dance,Sand Attack,Whirlwind,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Squirtle),,Alakazam,59,Psychic,Future Sight,Recover,Reflect,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Squirtle),,Rhydon,57,Take Down,Earthquake,Rock Tomb,Scary Face,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Squirtle),,Arcanine,61,Extreme Speed,Flamethrower,Roar,Bite,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Squirtle),,Gyarados,59,Hydro Pump,Dragon Rage,Bite,Thrash,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Squirtle),,Venusaur,63,Solar Beam,Synthesis,Sunny Day,Growth,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Charmander),Indigo Plateau,Pidgeot,59,Aerial Ace,Feather Dance,Sand Attack,Whirlwind,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Charmander),,Alakazam,59,Psychic,Future Sight,Recover,Reflect,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Charmander),,Rhydon,57,Take Down,Earthquake,Rock Tomb,Scary Face,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Charmander),,Arcanine,61,Extreme Speed,Flamethrower,Roar,Bite,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Charmander),,Exeggutor,59,Giga Drain,Egg Bomb,Sleep Powder,Light Screen,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Champ 1(Charmander),,Blastoise,63,Hydro Pump,Rain Dance,Skull Bash,Bite,"{""hp"": 31, ""atk"": 31, ""def"": 31, ""spa"": 31, ""spd"": 31, ""spe"": 31}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 43,Icefall Cave,Zubat,38,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 43,,Zubat,38,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 43,,Golbat,38,Bite,Wing Attack,Confuse Ray,Air Cutter,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Alize,Water Labyrinth,Pikachu,48,Slam,Thunderbolt,Agility,Thunder,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Alize,,Clefairy,48,Cosmic Power,Moonlight,Light Screen,Meteor Mash,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Alize,,Marill,48,Bubble Beam,Double Edge,Rain Dance,Hydro Pump,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Painter Rayna,Resort Gorgeous,Smeargle,50,Cross Chop,Megahorn,Double Edge,Self Destruct,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lady Jacki,Resort Gorgeous,Hoppip,48,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lady Jacki,,Skiploom,50,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Painter Celina,Resort Gorgeous,Smeargle,50,Fly,Dig,Dive,Bounce,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lady Gillian,Resort Gorgeous,Mareep,47,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lady Gillian,,Mareep,48,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lady Gillian,,Flaaffy,49,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Destin,Resort Gorgeous,Raticate,48,Hyper Fang,Scary Face,Pursuit,Super Fang,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Destin,,Pidgeotto,48,Whirlwind,Wing Attack,Feather Dance,Agility,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Painter Daisy,Resort Gorgeous,Smeargle,50,Dynamic Punch,Dizzy Punch,Focus Punch,Mega Punch,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Toby,Resort Gorgeous,Poliwhirl,48,Double Slap,Rain Dance,Body Slam,Belly Drum,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Toby,,Tentacool,48,Bubble Beam,Wrap,Barrier,Screech,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Toby,,Tentacruel,48,Bubble Beam,Wrap,Barrier,Screech,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Lawson,Lost Cave,Onix,47,Dragon Breath,Sandstorm,Hail,Iron Tail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Lawson,,Graveler,48,Self Destruct,Rollout,Rock Blast,Earthquake,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Lawson,,Marowak,49,Bonemerang,Rage,False Swipe,Thrash,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Laura,Lost Cave,Natu,48,Teleport,Wish,Future Sight,Confuse Ray,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Laura,,Natu,48,Teleport,Wish,Future Sight,Confuse Ray,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Laura,,Xatu,49,Night Shade,Teleport,Wish,Future Sight,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
