,Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
924,Cooltrainer Alexa,,Dewgong,42.0,Sheer Cold,Take Down,Rest,Aurora Beam,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
925,Cooltrainer Alexa,,Chansey,42.0,Sing,Egg Bomb,Softboiled,Minimize,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
926,Cooltrainer Colby,Victory Road 1F,Kingler,41.0,Guillotine,Stomp,Mud Shot,Bubble,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
927,Cooltrainer Colby,,Poliwhirl,42.0,Body Slam,DoubleSlap,Water Gun,Hypnosis,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
928,Cooltrainer Colby,,Tentacruel,42.0,Barrier,Wrap,BubbleBeam,Acid,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
929,Cooltrainer Colby,,Seadra,42.0,Water Gun,SmokeScreen,Twister,Leer,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
930,Cooltrainer Colby,,Blastoise,43.0,Water Gun,Bite,Rapid Spin,Rain Dance,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
931,Cooltrainer Caroline,Victory Road 1F,Bellsprout,42.0,Razor Leaf,Acid,Stun Spore,PoisonPowder,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
932,Cooltrainer Caroline,,Weepinbell,42.0,Razor Leaf,Acid,Sleep Powder,PoisonPowder,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
933,Cooltrainer Caroline,,Victreebel,42.0,Razor Leaf,Acid,Stun Spore,Sleep Powder,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
934,Cooltrainer Caroline,,Paras,42.0,Growth,Slash,Leech Life,Stun Spore,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
935,Cooltrainer Caroline,,Parasect,42.0,Spore,Slash,Leech Life,PoisonPowder,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
936,Cool Couple Ray and Tyra,Victory Road,Nidoking,45.0,Megahorn,Thrash,Double Kick,Poison Sting,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
937,Cool Couple Ray and Tyra,,Nidoqueen,45.0,Superpower,Body Slam,Double Kick,Poison Sting,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
938,Lorelei 1,Indigo Plateau,Dewgong,52.0,Ice Beam,Surf,Hail,Safeguard,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
939,Lorelei 1,,Cloyster,51.0,Spikes,Protect,Hail,Dive,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
940,Lorelei 1,,Slowbro,52.0,Ice Beam,Surf,Amnesia,Yawn,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
941,Lorelei 1,,Jynx,54.0,Ice Punch,DoubleSlap,Lovely Kiss,Attract,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
942,Lorelei 1,,Lapras,54.0,Confuse Ray,Ice Beam,Surf,Body Slam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
943,Bruno 1,Indigo Plateau,Onix,51.0,Earthquake,Rock Tomb,Iron Tail,Roar,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
944,Bruno 1,,Hitmonchan,53.0,Sky Uppercut,Mach Punch,Rock Tomb,Counter,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
945,Bruno 1,,Hitmonlee,53.0,Mega Kick,Foresight,Brick Break,Facade,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
946,Bruno 1,,Onix,54.0,Double-Edge,Earthquake,Iron Tail,Sand Tomb,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
947,Bruno 1,,Machamp,56.0,Cross Chop,Bulk Up,Scary Face,Rock Tomb,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
948,Agatha 1,Indigo Plateau,Gengar,54.0,Shadow Punch,Confuse Ray,Toxic,Double Team,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
949,Agatha 1,,Golbat,54.0,Confuse Ray,Poison Fang,Air Cutter,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
950,Agatha 1,,Haunter,53.0,Hypnosis,Dream Eater,Curse,Mean Look,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
951,Agatha 1,,Arbok,56.0,Sludge Bomb,Screech,Iron Tail,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
952,Agatha 1,,Gengar,58.0,Shadow Ball,Sludge Bomb,Hypnosis,Hightmare,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
953,Lance 1,Indigo Plateau,Gyarados,56.0,Hyper Beam,Dragon Rage,Twister,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
954,Lance 1,,Dragonair,54.0,Hyper Beam,Safeguard,Dragon Rage,Outrage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
955,Lance 1,,Dragonair,54.0,Hyper Beam,Safeguard,Thunder Wave,Outrage,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
956,Lance 1,,Aerodactyl,58.0,Hyper Beam,AncientPower,Wing Attack,Scary Face,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
957,Lance 1,,Dragonite,60.0,Hyper Beam,Safeguard,Outrage,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
958,Champ 1(Squirtle),Indigo Plateau,Pidgeot,59.0,Aerial Ace,FeatherDance,Sand-Attack,Whirlwind,"{'hp': 31, 'atk': 31, 'def': 31, 'spa': 31, 'spd': 31, 'spe': 31}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
959,Champ 1(Squirtle),,Alakazam,59.0,Psychic,Future Sight,Recover,Reflect,"{'hp': 31, 'atk': 31, 'def': 31, 'spa': 31, 'spd': 31, 'spe': 31}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
960,Champ 1(Squirtle),,Rhydon,57.0,Take Down,Earthquake,Rock Tomb,Scary Face,"{'hp': 31, 'atk': 31, 'def': 31, 'spa': 31, 'spd': 31, 'spe': 31}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
961,Champ 1(Squirtle),,Arcanine,61.0,ExtremeSpeed,Flamethrower,Roar,Bite,"{'hp': 31, 'atk': 31, 'def': 31, 'spa': 31, 'spd': 31, 'spe': 31}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
962,Champ 1(Squirtle),,Gyarados,59.0,Hydro Pump,Dragon Rage,Bite,Thrash,"{'hp': 31, 'atk': 31, 'def': 31, 'spa': 31, 'spd': 31, 'spe': 31}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
963,Champ 1(Squirtle),,Venusaur,63.0,SolarBeam,Synthesis,Sunny Day,Growth,"{'hp': 31, 'atk': 31, 'def': 31, 'spa': 31, 'spd': 31, 'spe': 31}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
964,Team Rocket Grunt 43,Icefall Cave,Zubat,38.0,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
965,Team Rocket Grunt 43,,Zubat,38.0,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
966,Team Rocket Grunt 43,,Golbat,38.0,Bite,Wing Attack,Confuse Ray,Air Cutter,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
967,Pokemon Breeder Alize,Water Labyrinth,Pikachu,48.0,Slam,Thunderbolt,Agility,Thunder,"{'hp': 3, 'atk': 3, 'def': 3, 'spa': 3, 'spd': 3, 'spe': 3}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
968,Pokemon Breeder Alize,,Clefairy,48.0,Cosmic Power,Moonlight,Light Screen,Meteor Mash,"{'hp': 3, 'atk': 3, 'def': 3, 'spa': 3, 'spd': 3, 'spe': 3}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
969,Pokemon Breeder Alize,,Marill,48.0,BubbleBeam,Double-Edge,Rain Dance,Hydro Pump,"{'hp': 3, 'atk': 3, 'def': 3, 'spa': 3, 'spd': 3, 'spe': 3}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
970,Painter Rayna,Resort Gorgeous,Smeargle,50.0,Cross Chop,Megahorn,Double-Edge,Selfdestruct,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
971,Lady Jacki,Resort Gorgeous,Hoppip,48.0,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
972,Lady Jacki,,Skiploom,50.0,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
973,Painter Celina,Resort Gorgeous,Smeargle,50.0,Fly,Dig,Dive,Bounce,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
974,Lady Gillian,Resort Gorgeous,Mareep,47.0,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
975,Lady Gillian,,Mareep,48.0,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
976,Lady Gillian,,Flaaffy,49.0,Thunder Wave,Cotton Spore,Light Screen,Thunder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
977,Youngster Destin,Resort Gorgeous,Raticate,48.0,Hyper Fang,Scary Face,Pursuit,Super Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
978,Youngster Destin,,Pidgeotto,48.0,Whirlwind,Wing Attack,FeatherDance,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
979,Painter Daisy,Resort Gorgeous,Smeargle,50.0,DynamicPunch,Dizzy Punch,Focus Punch,Mega Punch,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
980,Swimmer Toby,Resort Gorgeous,Poliwhirl,48.0,DoubleSlap,Rain Dance,Body Slam,Belly Drum,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
981,Swimmer Toby,,Tentacool,48.0,BubbleBeam,Wrap,Barrier,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
982,Swimmer Toby,,Tentacruel,48.0,BubbleBeam,Wrap,Barrier,Screech,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
983,Ruin Maniac Lawson,Lost Cave,Onix,47.0,DragonBreath,Sandstorm,Hail,Iron Tail,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
984,Ruin Maniac Lawson,,Graveler,48.0,Selfdestruct,Rollout,Rock Blast,Earthquake,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
985,Ruin Maniac Lawson,,Marowak,49.0,Bonemerang,Rage,False Swipe,Thrash,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
986,Psychic Laura,Lost Cave,Natu,48.0,Teleport,Wish,Future Sight,Confuse Ray,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
987,Psychic Laura,,Natu,48.0,Teleport,Wish,Future Sight,Confuse Ray,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
988,Psychic Laura,,Xatu,49.0,Night Shade,Teleport,Wish,Future Sight,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
989,Lady Selphy,Lost Cave,Persian,49.0,Pay Day,Bite,Taunt,Torment,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
990,Lady Selphy,,Persian,49.0,Pay Day,Scratch,Torment,Taunt,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
991,Team Rocket Grunt 44,Five Isle Meadow,Rattata,48.0,Focus Energy,Pursuit,Super Fang,Endeavor,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
992,Team Rocket Grunt 44,,Grimer,48.0,Minimize,Screech,Acid Armor,Sludge Bomb,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
993,Team Rocket Grunt 44,,Muk,48.0,Minimize,Screech,Acid Armor,Sludge Bomb,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
994,Team Rocket Grunt 45,Five Isle Meadow,Ekans,48.0,Stockpile,Swallow,Spit Up,Haze,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
995,Team Rocket Grunt 45,,Gloom,48.0,Sleep Powder,Acid,Moonlight,Petal Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
996,Team Rocket Grunt 45,,Gloom,48.0,Sleep Powder,Acid,Moonlight,Petal Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
997,Team Rocket Grunt 46,Five Isle Meadow,Koffing,49.0,Memento,Haze,Smokescreen,Sludge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
998,Team Rocket Grunt 46,,Weezing,49.0,Haze,SmokeScreen,Sludge,Selfdestruct,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
999,Bird Keeper Milo,Memorial Pillar,Pidgey,47.0,Wing Attack,FeatherDance,Agility,Mirror Move,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1000,Bird Keeper Milo,,Pidgeotto,49.0,Whirlwind,Wing Attack,FeatherDance,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1001,Bird Keeper Chaz,Memorial Pillar,Spearow,47.0,Aerial Ace,Mirror Move,Drill Peck,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1002,Bird Keeper Chaz,,Fearow,49.0,Pursuit,Mirror Move,Drill Peck,Agility,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1003,Bird Keeper Harold,Memorial Pillar,Hoothoot,47.0,Hypnosis,Reflect,Take Down,Confusion,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1004,Bird Keeper Harold,,Noctowl,49.0,Hypnosis,Reflect,Take Down,Confusion,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1005,Juggler Edward,Water Path,Voltorb,46.0,Swift,Light Screen,Spark,SonicBoom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1006,Juggler Edward,,Voltorb,46.0,Swift,Light Screen,Spark,SonicBoom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1007,Juggler Edward,,Electrode,47.0,Swift,Spark,Selfdestruct,SonicBoom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1008,Juggler Edward,,Mr. Mime,48.0,Psychic,Role Play,Reflect,Encore,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1009,Swimmer Denise,Water Path,Chinchou,49.0,Confuse Ray,Take Down,Hydro Pump,Charge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1010,Swimmer Denise,,Lanturn,49.0,Water Gun,Spark,Confuse Ray,Take Down,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1011,Swimmer Samir,Water Path,Gyarados,50.0,Twister,Hydro Pump,Rain Dance,Dragon Dance,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1012,Twins Miu & Mia,Water Path,Pikachu,50.0,Thunderbolt,Agility,Thunder,Light Screen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1013,Twins Miu & Mia,,Pikachu,50.0,Thunderbolt,Agility,Thunder,Light Screen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
1014,Aroma Lady Rose,Water Path,Sunkern,49.0,Endeavor,Sunny Day,Synthesis,Giga Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
